Sản phẩm,Năm,Giá trị
Sản phẩm từ chất dẻo (Triệu đô la Mỹ),2016,2211.55203161
Sản phẩm từ chất dẻo (Triệu đô la Mỹ),2017,2548.9434639
Sản phẩm từ chất dẻo (Triệu đô la Mỹ),2018,3045.214107
Sản phẩm từ chất dẻo (Triệu đô la Mỹ),2019,3436.06232
Sản phẩm từ chất dẻo (Triệu đô la Mỹ),2020,3652.62930929
Sản phẩm từ chất dẻo (Triệu đô la Mỹ),2021,4928.50579288
Sản phẩm từ chất dẻo (Triệu đô la Mỹ),2022,5492.5836964
Sản phẩm từ chất dẻo (Triệu đô la Mỹ),2023,5149.87210528
Sản phẩm từ chất dẻo (Triệu đô la Mỹ),Sơ bộ 2024,6725.727932
Cao su (Triệu đô la Mỹ),1995,
Cao su (Triệu đô la Mỹ),1996,
Cao su (Triệu đô la Mỹ),1997,
Cao su (Triệu đô la Mỹ),1998,
Cao su (Triệu đô la Mỹ),1999,
Cao su (Triệu đô la Mỹ),2000,
Cao su (Triệu đô la Mỹ),2001,
Cao su (Triệu đô la Mỹ),2002,
Cao su (Triệu đô la Mỹ),2003,
Cao su (Triệu đô la Mỹ),2004,
Cao su (Triệu đô la Mỹ),2005,
Cao su (Triệu đô la Mỹ),2006,
Cao su (Triệu đô la Mỹ),2007,
Cao su (Triệu đô la Mỹ),2008,
Cao su (Triệu đô la Mỹ),2009,
Cao su (Triệu đô la Mỹ),2010,2386.161
Cao su (Triệu đô la Mỹ),2011,3234.4
Cao su (Triệu đô la Mỹ),2012,2860.156
Cao su (Triệu đô la Mỹ),2013,2486.937
Cao su (Triệu đô la Mỹ),2014,1780.773
Cao su (Triệu đô la Mỹ),2015,1531.508
Cao su (Triệu đô la Mỹ),2016,1669.698
Cao su (Triệu đô la Mỹ),2017,2249.783
Cao su (Triệu đô la Mỹ),2018,2091.134
Cao su (Triệu đô la Mỹ),2019,2300.721
Cao su (Triệu đô la Mỹ),2020,2384.39078115
Cao su (Triệu đô la Mỹ),2021,3278.55067227
Cao su (Triệu đô la Mỹ),2022,3316.06125387
Cao su (Triệu đô la Mỹ),2023,2892.59949378
Cao su (Triệu đô la Mỹ),Sơ bộ 2024,3418.504141
"Ba lô, túi, cặp, ví, mũ ô, dù (*) (Triệu đô la Mỹ)",1995,
"Ba lô, túi, cặp, ví, mũ ô, dù (*) (Triệu đô la Mỹ)",1996,
"Ba lô, túi, cặp, ví, mũ ô, dù (*) (Triệu đô la Mỹ)",1997,
"Ba lô, túi, cặp, ví, mũ ô, dù (*) (Triệu đô la Mỹ)",1998,
"Ba lô, túi, cặp, ví, mũ ô, dù (*) (Triệu đô la Mỹ)",1999,
"Ba lô, túi, cặp, ví, mũ ô, dù (*) (Triệu đô la Mỹ)",2000,
"Ba lô, túi, cặp, ví, mũ ô, dù (*) (Triệu đô la Mỹ)",2001,183.3
"Ba lô, túi, cặp, ví, mũ ô, dù (*) (Triệu đô la Mỹ)",2002,237.2
"Ba lô, túi, cặp, ví, mũ ô, dù (*) (Triệu đô la Mỹ)",2003,243.3
"Ba lô, túi, cặp, ví, mũ ô, dù (*) (Triệu đô la Mỹ)",2004,382.1
"Ba lô, túi, cặp, ví, mũ ô, dù (*) (Triệu đô la Mỹ)",2005,470.9
"Ba lô, túi, cặp, ví, mũ ô, dù (*) (Triệu đô la Mỹ)",2006,502.1
"Ba lô, túi, cặp, ví, mũ ô, dù (*) (Triệu đô la Mỹ)",2007,627.1
"Ba lô, túi, cặp, ví, mũ ô, dù (*) (Triệu đô la Mỹ)",2008,773.1
"Ba lô, túi, cặp, ví, mũ ô, dù (*) (Triệu đô la Mỹ)",2009,824.1
"Ba lô, túi, cặp, ví, mũ ô, dù (*) (Triệu đô la Mỹ)",2010,985.5
"Ba lô, túi, cặp, ví, mũ ô, dù (*) (Triệu đô la Mỹ)",2011,1285.4
"Ba lô, túi, cặp, ví, mũ ô, dù (*) (Triệu đô la Mỹ)",2012,1522.51865465
"Ba lô, túi, cặp, ví, mũ ô, dù (*) (Triệu đô la Mỹ)",2013,1933.103
"Ba lô, túi, cặp, ví, mũ ô, dù (*) (Triệu đô la Mỹ)",2014,2533.47
"Ba lô, túi, cặp, ví, mũ ô, dù (*) (Triệu đô la Mỹ)",2015,2874.7
"Ba lô, túi, cặp, ví, mũ ô, dù (*) (Triệu đô la Mỹ)",2016,3172.06381834
"Ba lô, túi, cặp, ví, mũ ô, dù (*) (Triệu đô la Mỹ)",2017,3284.295
"Ba lô, túi, cặp, ví, mũ ô, dù (*) (Triệu đô la Mỹ)",2018,3392.355
"Ba lô, túi, cặp, ví, mũ ô, dù (*) (Triệu đô la Mỹ)",2019,3392.356
"Ba lô, túi, cặp, ví, mũ ô, dù (*) (Triệu đô la Mỹ)",2020,3145.81579101
"Ba lô, túi, cặp, ví, mũ ô, dù (*) (Triệu đô la Mỹ)",2021,3031.15681351
"Ba lô, túi, cặp, ví, mũ ô, dù (*) (Triệu đô la Mỹ)",2022,4098.20728222
"Ba lô, túi, cặp, ví, mũ ô, dù (*) (Triệu đô la Mỹ)",2023,3779.02391323
"Ba lô, túi, cặp, ví, mũ ô, dù (*) (Triệu đô la Mỹ)",Sơ bộ 2024,4251.714784
Gỗ và sản phẩm gỗ (Triệu đô la Mỹ),1995,
Gỗ và sản phẩm gỗ (Triệu đô la Mỹ),1996,
Gỗ và sản phẩm gỗ (Triệu đô la Mỹ),1997,
Gỗ và sản phẩm gỗ (Triệu đô la Mỹ),1998,
Gỗ và sản phẩm gỗ (Triệu đô la Mỹ),1999,
Gỗ và sản phẩm gỗ (Triệu đô la Mỹ),2000,311.4
Gỗ và sản phẩm gỗ (Triệu đô la Mỹ),2001,343.6
Gỗ và sản phẩm gỗ (Triệu đô la Mỹ),2002,460.2
Gỗ và sản phẩm gỗ (Triệu đô la Mỹ),2003,608.9
Gỗ và sản phẩm gỗ (Triệu đô la Mỹ),2004,1101.7
Gỗ và sản phẩm gỗ (Triệu đô la Mỹ),2005,1561.4
Gỗ và sản phẩm gỗ (Triệu đô la Mỹ),2006,1943.1
Gỗ và sản phẩm gỗ (Triệu đô la Mỹ),2007,2384.6
Gỗ và sản phẩm gỗ (Triệu đô la Mỹ),2008,2767.2
Gỗ và sản phẩm gỗ (Triệu đô la Mỹ),2009,2989.27
Gỗ và sản phẩm gỗ (Triệu đô la Mỹ),2010,3444.5
Gỗ và sản phẩm gỗ (Triệu đô la Mỹ),2011,3960.5
Gỗ và sản phẩm gỗ (Triệu đô la Mỹ),2012,4665.534
Gỗ và sản phẩm gỗ (Triệu đô la Mỹ),2013,5591.755
Gỗ và sản phẩm gỗ (Triệu đô la Mỹ),2014,6145.274
Gỗ và sản phẩm gỗ (Triệu đô la Mỹ),2015,6797.524
Gỗ và sản phẩm gỗ (Triệu đô la Mỹ),2016,6964.527
Gỗ và sản phẩm gỗ (Triệu đô la Mỹ),2017,7702.438
Gỗ và sản phẩm gỗ (Triệu đô la Mỹ),2018,8907.683
Gỗ và sản phẩm gỗ (Triệu đô la Mỹ),2019,10651.558313
Gỗ và sản phẩm gỗ (Triệu đô la Mỹ),2020,12133.94734472
Gỗ và sản phẩm gỗ (Triệu đô la Mỹ),2021,14808.95791895
Gỗ và sản phẩm gỗ (Triệu đô la Mỹ),2022,16023.29194914
Gỗ và sản phẩm gỗ (Triệu đô la Mỹ),2023,13379.73528384
Gỗ và sản phẩm gỗ (Triệu đô la Mỹ),Sơ bộ 2024,16279.918957
Giấy và các sản phẩm từ giấy (Triệu đô la Mỹ),1995,
Giấy và các sản phẩm từ giấy (Triệu đô la Mỹ),1996,
Giấy và các sản phẩm từ giấy (Triệu đô la Mỹ),1997,
Giấy và các sản phẩm từ giấy (Triệu đô la Mỹ),1998,
Giấy và các sản phẩm từ giấy (Triệu đô la Mỹ),1999,
Giấy và các sản phẩm từ giấy (Triệu đô la Mỹ),2000,
Giấy và các sản phẩm từ giấy (Triệu đô la Mỹ),2001,
Giấy và các sản phẩm từ giấy (Triệu đô la Mỹ),2002,
Giấy và các sản phẩm từ giấy (Triệu đô la Mỹ),2003,
Giấy và các sản phẩm từ giấy (Triệu đô la Mỹ),2004,
Giấy và các sản phẩm từ giấy (Triệu đô la Mỹ),2005,
Giấy và các sản phẩm từ giấy (Triệu đô la Mỹ),2006,
Giấy và các sản phẩm từ giấy (Triệu đô la Mỹ),2007,
Giấy và các sản phẩm từ giấy (Triệu đô la Mỹ),2008,
Giấy và các sản phẩm từ giấy (Triệu đô la Mỹ),2009,
Giấy và các sản phẩm từ giấy (Triệu đô la Mỹ),2010,
Giấy và các sản phẩm từ giấy (Triệu đô la Mỹ),2011,
Giấy và các sản phẩm từ giấy (Triệu đô la Mỹ),2012,
Giấy và các sản phẩm từ giấy (Triệu đô la Mỹ),2013,
Giấy và các sản phẩm từ giấy (Triệu đô la Mỹ),2014,
Giấy và các sản phẩm từ giấy (Triệu đô la Mỹ),2015,445.98
Giấy và các sản phẩm từ giấy (Triệu đô la Mỹ),2016,505.139
Giấy và các sản phẩm từ giấy (Triệu đô la Mỹ),2017,740.97
Giấy và các sản phẩm từ giấy (Triệu đô la Mỹ),2018,908.758
Giấy và các sản phẩm từ giấy (Triệu đô la Mỹ),2019,1133.474
Giấy và các sản phẩm từ giấy (Triệu đô la Mỹ),2020,1393.53599676
Giấy và các sản phẩm từ giấy (Triệu đô la Mỹ),2021,1689.47297199
Giấy và các sản phẩm từ giấy (Triệu đô la Mỹ),2022,1907.59618679
Giấy và các sản phẩm từ giấy (Triệu đô la Mỹ),2023,2088.46553006
Giấy và các sản phẩm từ giấy (Triệu đô la Mỹ),Sơ bộ 2024,2098.408047
"Xơ, sợi dệt các loại (Triệu đô la Mỹ)",1995,
"Xơ, sợi dệt các loại (Triệu đô la Mỹ)",1996,
"Xơ, sợi dệt các loại (Triệu đô la Mỹ)",1997,
"Xơ, sợi dệt các loại (Triệu đô la Mỹ)",1998,
"Xơ, sợi dệt các loại (Triệu đô la Mỹ)",1999,
"Xơ, sợi dệt các loại (Triệu đô la Mỹ)",2000,
"Xơ, sợi dệt các loại (Triệu đô la Mỹ)",2001,
"Xơ, sợi dệt các loại (Triệu đô la Mỹ)",2002,
"Xơ, sợi dệt các loại (Triệu đô la Mỹ)",2003,
"Xơ, sợi dệt các loại (Triệu đô la Mỹ)",2004,
"Xơ, sợi dệt các loại (Triệu đô la Mỹ)",2005,
"Xơ, sợi dệt các loại (Triệu đô la Mỹ)",2006,
"Xơ, sợi dệt các loại (Triệu đô la Mỹ)",2007,
"Xơ, sợi dệt các loại (Triệu đô la Mỹ)",2008,
"Xơ, sợi dệt các loại (Triệu đô la Mỹ)",2009,
"Xơ, sợi dệt các loại (Triệu đô la Mỹ)",2010,1377.6
"Xơ, sợi dệt các loại (Triệu đô la Mỹ)",2011,1790.3
"Xơ, sợi dệt các loại (Triệu đô la Mỹ)",2012,1843.72490519
"Xơ, sợi dệt các loại (Triệu đô la Mỹ)",2013,2150.199
"Xơ, sợi dệt các loại (Triệu đô la Mỹ)",2014,2548.719
"Xơ, sợi dệt các loại (Triệu đô la Mỹ)",2015,2549.8
"Xơ, sợi dệt các loại (Triệu đô la Mỹ)",2016,2938.27532917
"Xơ, sợi dệt các loại (Triệu đô la Mỹ)",2017,3594.193
"Xơ, sợi dệt các loại (Triệu đô la Mỹ)",2018,4024.881431
"Xơ, sợi dệt các loại (Triệu đô la Mỹ)",2019,4177.29899949
"Xơ, sợi dệt các loại (Triệu đô la Mỹ)",2020,3737.58421611
"Xơ, sợi dệt các loại (Triệu đô la Mỹ)",2021,5609.21827301
"Xơ, sợi dệt các loại (Triệu đô la Mỹ)",2022,4713.73472904
"Xơ, sợi dệt các loại (Triệu đô la Mỹ)",2023,4355.73159355
"Xơ, sợi dệt các loại (Triệu đô la Mỹ)",Sơ bộ 2024,4407.938872
"Hàng dệt, may (Triệu đô la Mỹ)",1995,765.5
"Hàng dệt, may (Triệu đô la Mỹ)",1996,993.1
"Hàng dệt, may (Triệu đô la Mỹ)",1997,1502.6
"Hàng dệt, may (Triệu đô la Mỹ)",1998,1450
"Hàng dệt, may (Triệu đô la Mỹ)",1999,1746.2
"Hàng dệt, may (Triệu đô la Mỹ)",2000,1891.9
"Hàng dệt, may (Triệu đô la Mỹ)",2001,1975.4
"Hàng dệt, may (Triệu đô la Mỹ)",2002,2732
"Hàng dệt, may (Triệu đô la Mỹ)",2003,3609.1
"Hàng dệt, may (Triệu đô la Mỹ)",2004,4429.8
"Hàng dệt, may (Triệu đô la Mỹ)",2005,4772.4
"Hàng dệt, may (Triệu đô la Mỹ)",2006,5854.8
"Hàng dệt, may (Triệu đô la Mỹ)",2007,7732
"Hàng dệt, may (Triệu đô la Mỹ)",2008,9120.5
"Hàng dệt, may (Triệu đô la Mỹ)",2009,9065.6
"Hàng dệt, may (Triệu đô la Mỹ)",2010,11209.8
"Hàng dệt, may (Triệu đô la Mỹ)",2011,13211.7
"Hàng dệt, may (Triệu đô la Mỹ)",2012,14416.16041717
"Hàng dệt, may (Triệu đô la Mỹ)",2013,17933.353
"Hàng dệt, may (Triệu đô la Mỹ)",2014,20101.24
"Hàng dệt, may (Triệu đô la Mỹ)",2015,22808.7
"Hàng dệt, may (Triệu đô la Mỹ)",2016,23824.879
"Hàng dệt, may (Triệu đô la Mỹ)",2017,26119.794
"Hàng dệt, may (Triệu đô la Mỹ)",2018,30481.38954
"Hàng dệt, may (Triệu đô la Mỹ)",2019,32832.407558
"Hàng dệt, may (Triệu đô la Mỹ)",2020,29812.39334055
"Hàng dệt, may (Triệu đô la Mỹ)",2021,32773.83764389
"Hàng dệt, may (Triệu đô la Mỹ)",2022,37634.05081948
"Hàng dệt, may (Triệu đô la Mỹ)",2023,33341.70341754
"Hàng dệt, may (Triệu đô la Mỹ)",Sơ bộ 2024,37039.853983
"Giày, dép (Triệu đô la Mỹ)",1995,296.4
"Giày, dép (Triệu đô la Mỹ)",1996,530
"Giày, dép (Triệu đô la Mỹ)",1997,978.4
"Giày, dép (Triệu đô la Mỹ)",1998,1031
"Giày, dép (Triệu đô la Mỹ)",1999,1387.1
"Giày, dép (Triệu đô la Mỹ)",2000,1471.7
"Giày, dép (Triệu đô la Mỹ)",2001,1587.4
"Giày, dép (Triệu đô la Mỹ)",2002,1875.2
"Giày, dép (Triệu đô la Mỹ)",2003,2260.5
"Giày, dép (Triệu đô la Mỹ)",2004,2691.1
"Giày, dép (Triệu đô la Mỹ)",2005,3038.8
"Giày, dép (Triệu đô la Mỹ)",2006,3595.9
"Giày, dép (Triệu đô la Mỹ)",2007,3999.5
"Giày, dép (Triệu đô la Mỹ)",2008,4769.9
"Giày, dép (Triệu đô la Mỹ)",2009,4071.3
"Giày, dép (Triệu đô la Mỹ)",2010,5123.3
"Giày, dép (Triệu đô la Mỹ)",2011,6549.4
"Giày, dép (Triệu đô la Mỹ)",2012,7263.92842425
"Giày, dép (Triệu đô la Mỹ)",2013,8400.624
"Giày, dép (Triệu đô la Mỹ)",2014,10317.803
"Giày, dép (Triệu đô la Mỹ)",2015,12012.6
"Giày, dép (Triệu đô la Mỹ)",2016,12998.123
"Giày, dép (Triệu đô la Mỹ)",2017,14678.373
"Giày, dép (Triệu đô la Mỹ)",2018,16235.548525
"Giày, dép (Triệu đô la Mỹ)",2019,18317.99556273
"Giày, dép (Triệu đô la Mỹ)",2020,16791.04188315
"Giày, dép (Triệu đô la Mỹ)",2021,17750.15831023
"Giày, dép (Triệu đô la Mỹ)",2022,23894.59360545
"Giày, dép (Triệu đô la Mỹ)",2023,20235.82947613
"Giày, dép (Triệu đô la Mỹ)",Sơ bộ 2024,22875.075238
"Nguyên phụ liệu dệt, may, da, giày (Triệu đô la Mỹ)",1995,
"Nguyên phụ liệu dệt, may, da, giày (Triệu đô la Mỹ)",1996,
"Nguyên phụ liệu dệt, may, da, giày (Triệu đô la Mỹ)",1997,
"Nguyên phụ liệu dệt, may, da, giày (Triệu đô la Mỹ)",1998,
"Nguyên phụ liệu dệt, may, da, giày (Triệu đô la Mỹ)",1999,
"Nguyên phụ liệu dệt, may, da, giày (Triệu đô la Mỹ)",2000,
"Nguyên phụ liệu dệt, may, da, giày (Triệu đô la Mỹ)",2001,
"Nguyên phụ liệu dệt, may, da, giày (Triệu đô la Mỹ)",2002,
"Nguyên phụ liệu dệt, may, da, giày (Triệu đô la Mỹ)",2003,
"Nguyên phụ liệu dệt, may, da, giày (Triệu đô la Mỹ)",2004,
"Nguyên phụ liệu dệt, may, da, giày (Triệu đô la Mỹ)",2005,
"Nguyên phụ liệu dệt, may, da, giày (Triệu đô la Mỹ)",2006,
"Nguyên phụ liệu dệt, may, da, giày (Triệu đô la Mỹ)",2007,
"Nguyên phụ liệu dệt, may, da, giày (Triệu đô la Mỹ)",2008,
"Nguyên phụ liệu dệt, may, da, giày (Triệu đô la Mỹ)",2009,
"Nguyên phụ liệu dệt, may, da, giày (Triệu đô la Mỹ)",2010,
"Nguyên phụ liệu dệt, may, da, giày (Triệu đô la Mỹ)",2011,
"Nguyên phụ liệu dệt, may, da, giày (Triệu đô la Mỹ)",2012,
"Nguyên phụ liệu dệt, may, da, giày (Triệu đô la Mỹ)",2013,921.6
"Nguyên phụ liệu dệt, may, da, giày (Triệu đô la Mỹ)",2014,1109.7
"Nguyên phụ liệu dệt, may, da, giày (Triệu đô la Mỹ)",2015,1472.657
"Nguyên phụ liệu dệt, may, da, giày (Triệu đô la Mỹ)",2016,1552.876
"Nguyên phụ liệu dệt, may, da, giày (Triệu đô la Mỹ)",2017,1785.159
"Nguyên phụ liệu dệt, may, da, giày (Triệu đô la Mỹ)",2018,1963.637
"Nguyên phụ liệu dệt, may, da, giày (Triệu đô la Mỹ)",2019,2014.613
"Nguyên phụ liệu dệt, may, da, giày (Triệu đô la Mỹ)",2020,1666.47264196
"Nguyên phụ liệu dệt, may, da, giày (Triệu đô la Mỹ)",2021,1966.84261739
"Nguyên phụ liệu dệt, may, da, giày (Triệu đô la Mỹ)",2022,2214.52307786
"Nguyên phụ liệu dệt, may, da, giày (Triệu đô la Mỹ)",2023,1933.60280708
"Nguyên phụ liệu dệt, may, da, giày (Triệu đô la Mỹ)",Sơ bộ 2024,2229.236738
"Đá quý, kim loại quý và sản phẩm (Triệu đô la Mỹ)",1995,
"Đá quý, kim loại quý và sản phẩm (Triệu đô la Mỹ)",1996,
"Đá quý, kim loại quý và sản phẩm (Triệu đô la Mỹ)",1997,
"Đá quý, kim loại quý và sản phẩm (Triệu đô la Mỹ)",1998,
"Đá quý, kim loại quý và sản phẩm (Triệu đô la Mỹ)",1999,
"Đá quý, kim loại quý và sản phẩm (Triệu đô la Mỹ)",2000,
"Đá quý, kim loại quý và sản phẩm (Triệu đô la Mỹ)",2001,
"Đá quý, kim loại quý và sản phẩm (Triệu đô la Mỹ)",2002,
"Đá quý, kim loại quý và sản phẩm (Triệu đô la Mỹ)",2003,
"Đá quý, kim loại quý và sản phẩm (Triệu đô la Mỹ)",2004,
"Đá quý, kim loại quý và sản phẩm (Triệu đô la Mỹ)",2005,
"Đá quý, kim loại quý và sản phẩm (Triệu đô la Mỹ)",2006,
"Đá quý, kim loại quý và sản phẩm (Triệu đô la Mỹ)",2007,
"Đá quý, kim loại quý và sản phẩm (Triệu đô la Mỹ)",2008,
"Đá quý, kim loại quý và sản phẩm (Triệu đô la Mỹ)",2009,
"Đá quý, kim loại quý và sản phẩm (Triệu đô la Mỹ)",2010,
"Đá quý, kim loại quý và sản phẩm (Triệu đô la Mỹ)",2011,
"Đá quý, kim loại quý và sản phẩm (Triệu đô la Mỹ)",2012,545.8
"Đá quý, kim loại quý và sản phẩm (Triệu đô la Mỹ)",2013,579.628
"Đá quý, kim loại quý và sản phẩm (Triệu đô la Mỹ)",2014,670.375
"Đá quý, kim loại quý và sản phẩm (Triệu đô la Mỹ)",2015,600.865
"Đá quý, kim loại quý và sản phẩm (Triệu đô la Mỹ)",2016,868.025
"Đá quý, kim loại quý và sản phẩm (Triệu đô la Mỹ)",2017,559.596
"Đá quý, kim loại quý và sản phẩm (Triệu đô la Mỹ)",2018,627.381
"Đá quý, kim loại quý và sản phẩm (Triệu đô la Mỹ)",2019,2077.966
"Đá quý, kim loại quý và sản phẩm (Triệu đô la Mỹ)",2020,2673.36174323
"Đá quý, kim loại quý và sản phẩm (Triệu đô la Mỹ)",2021,836.23416313
"Đá quý, kim loại quý và sản phẩm (Triệu đô la Mỹ)",2022,1081.06190803
"Đá quý, kim loại quý và sản phẩm (Triệu đô la Mỹ)",2023,961.06262194
"Đá quý, kim loại quý và sản phẩm (Triệu đô la Mỹ)",Sơ bộ 2024,636.87359
Sắt thép (Triệu đô la Mỹ),1995,
Sắt thép (Triệu đô la Mỹ),1996,
Sắt thép (Triệu đô la Mỹ),1997,
Sắt thép (Triệu đô la Mỹ),1998,
Sắt thép (Triệu đô la Mỹ),1999,
Sắt thép (Triệu đô la Mỹ),2000,
Sắt thép (Triệu đô la Mỹ),2001,
Sắt thép (Triệu đô la Mỹ),2002,
Sắt thép (Triệu đô la Mỹ),2003,
Sắt thép (Triệu đô la Mỹ),2004,
Sắt thép (Triệu đô la Mỹ),2005,
Sắt thép (Triệu đô la Mỹ),2006,
Sắt thép (Triệu đô la Mỹ),2007,
Sắt thép (Triệu đô la Mỹ),2008,
Sắt thép (Triệu đô la Mỹ),2009,
Sắt thép (Triệu đô la Mỹ),2010,
Sắt thép (Triệu đô la Mỹ),2011,
Sắt thép (Triệu đô la Mỹ),2012,
Sắt thép (Triệu đô la Mỹ),2013,1791.194
Sắt thép (Triệu đô la Mỹ),2014,2008.449
Sắt thép (Triệu đô la Mỹ),2015,1692.154
Sắt thép (Triệu đô la Mỹ),2016,2036.589
Sắt thép (Triệu đô la Mỹ),2017,3149.386
Sắt thép (Triệu đô la Mỹ),2018,4547.206
Sắt thép (Triệu đô la Mỹ),2019,4204.911
Sắt thép (Triệu đô la Mỹ),2020,5258.90727826
Sắt thép (Triệu đô la Mỹ),2021,11790.52529388
Sắt thép (Triệu đô la Mỹ),2022,7989.27777401
Sắt thép (Triệu đô la Mỹ),2023,8347.05637577
Sắt thép (Triệu đô la Mỹ),Sơ bộ 2024,9077.610406
Sản phẩm từ sắt thép (Triệu đô la Mỹ),1995,
Sản phẩm từ sắt thép (Triệu đô la Mỹ),1996,
Sản phẩm từ sắt thép (Triệu đô la Mỹ),1997,
Sản phẩm từ sắt thép (Triệu đô la Mỹ),1998,
Sản phẩm từ sắt thép (Triệu đô la Mỹ),1999,
Sản phẩm từ sắt thép (Triệu đô la Mỹ),2000,
Sản phẩm từ sắt thép (Triệu đô la Mỹ),2001,
Sản phẩm từ sắt thép (Triệu đô la Mỹ),2002,
Sản phẩm từ sắt thép (Triệu đô la Mỹ),2003,
Sản phẩm từ sắt thép (Triệu đô la Mỹ),2004,
Sản phẩm từ sắt thép (Triệu đô la Mỹ),2005,
Sản phẩm từ sắt thép (Triệu đô la Mỹ),2006,
Sản phẩm từ sắt thép (Triệu đô la Mỹ),2007,
Sản phẩm từ sắt thép (Triệu đô la Mỹ),2008,
Sản phẩm từ sắt thép (Triệu đô la Mỹ),2009,
Sản phẩm từ sắt thép (Triệu đô la Mỹ),2010,
Sản phẩm từ sắt thép (Triệu đô la Mỹ),2011,
Sản phẩm từ sắt thép (Triệu đô la Mỹ),2012,
Sản phẩm từ sắt thép (Triệu đô la Mỹ),2013,
Sản phẩm từ sắt thép (Triệu đô la Mỹ),2014,
Sản phẩm từ sắt thép (Triệu đô la Mỹ),2015,1772.926
Sản phẩm từ sắt thép (Triệu đô la Mỹ),2016,1995.848
Sản phẩm từ sắt thép (Triệu đô la Mỹ),2017,2299.06
Sản phẩm từ sắt thép (Triệu đô la Mỹ),2018,3035.278
Sản phẩm từ sắt thép (Triệu đô la Mỹ),2019,3338.021
Sản phẩm từ sắt thép (Triệu đô la Mỹ),2020,3077.24022097
Sản phẩm từ sắt thép (Triệu đô la Mỹ),2021,3978.64131151
Sản phẩm từ sắt thép (Triệu đô la Mỹ),2022,4673.98079413
Sản phẩm từ sắt thép (Triệu đô la Mỹ),2023,3988.18813474
Sản phẩm từ sắt thép (Triệu đô la Mỹ),Sơ bộ 2024,4593.709832
Kim loại thường khác và sản phẩm (Triệu đô la Mỹ),1995,
Kim loại thường khác và sản phẩm (Triệu đô la Mỹ),1996,
Kim loại thường khác và sản phẩm (Triệu đô la Mỹ),1997,
Kim loại thường khác và sản phẩm (Triệu đô la Mỹ),1998,
Kim loại thường khác và sản phẩm (Triệu đô la Mỹ),1999,
Kim loại thường khác và sản phẩm (Triệu đô la Mỹ),2000,
Kim loại thường khác và sản phẩm (Triệu đô la Mỹ),2001,
Kim loại thường khác và sản phẩm (Triệu đô la Mỹ),2002,
Kim loại thường khác và sản phẩm (Triệu đô la Mỹ),2003,
Kim loại thường khác và sản phẩm (Triệu đô la Mỹ),2004,
Kim loại thường khác và sản phẩm (Triệu đô la Mỹ),2005,
Kim loại thường khác và sản phẩm (Triệu đô la Mỹ),2006,
Kim loại thường khác và sản phẩm (Triệu đô la Mỹ),2007,
Kim loại thường khác và sản phẩm (Triệu đô la Mỹ),2008,
Kim loại thường khác và sản phẩm (Triệu đô la Mỹ),2009,
Kim loại thường khác và sản phẩm (Triệu đô la Mỹ),2010,
Kim loại thường khác và sản phẩm (Triệu đô la Mỹ),2011,
Kim loại thường khác và sản phẩm (Triệu đô la Mỹ),2012,
Kim loại thường khác và sản phẩm (Triệu đô la Mỹ),2013,624.993
Kim loại thường khác và sản phẩm (Triệu đô la Mỹ),2014,788.782
Kim loại thường khác và sản phẩm (Triệu đô la Mỹ),2015,959.75
Kim loại thường khác và sản phẩm (Triệu đô la Mỹ),2016,1253.49
Kim loại thường khác và sản phẩm (Triệu đô la Mỹ),2017,1780.036
Kim loại thường khác và sản phẩm (Triệu đô la Mỹ),2018,2320.999
Kim loại thường khác và sản phẩm (Triệu đô la Mỹ),2019,2572.81
Kim loại thường khác và sản phẩm (Triệu đô la Mỹ),2020,2719.60385939
Kim loại thường khác và sản phẩm (Triệu đô la Mỹ),2021,3754.0027012
Kim loại thường khác và sản phẩm (Triệu đô la Mỹ),2022,4530.87249769
Kim loại thường khác và sản phẩm (Triệu đô la Mỹ),2023,4016.33455216
Kim loại thường khác và sản phẩm (Triệu đô la Mỹ),Sơ bộ 2024,4194.253953
"Hàng điện tử, máy tính và linh kiện (Triệu đô la Mỹ)",1995,
"Hàng điện tử, máy tính và linh kiện (Triệu đô la Mỹ)",1996,
"Hàng điện tử, máy tính và linh kiện (Triệu đô la Mỹ)",1997,
"Hàng điện tử, máy tính và linh kiện (Triệu đô la Mỹ)",1998,
"Hàng điện tử, máy tính và linh kiện (Triệu đô la Mỹ)",1999,
"Hàng điện tử, máy tính và linh kiện (Triệu đô la Mỹ)",2000,788.6
"Hàng điện tử, máy tính và linh kiện (Triệu đô la Mỹ)",2001,709.5
"Hàng điện tử, máy tính và linh kiện (Triệu đô la Mỹ)",2002,605.4
"Hàng điện tử, máy tính và linh kiện (Triệu đô la Mỹ)",2003,854.7
"Hàng điện tử, máy tính và linh kiện (Triệu đô la Mỹ)",2004,1062.4
"Hàng điện tử, máy tính và linh kiện (Triệu đô la Mỹ)",2005,1427.4
"Hàng điện tử, máy tính và linh kiện (Triệu đô la Mỹ)",2006,1807.8
"Hàng điện tử, máy tính và linh kiện (Triệu đô la Mỹ)",2007,2165.2
"Hàng điện tử, máy tính và linh kiện (Triệu đô la Mỹ)",2008,2640.3
"Hàng điện tử, máy tính và linh kiện (Triệu đô la Mỹ)",2009,2763
"Hàng điện tử, máy tính và linh kiện (Triệu đô la Mỹ)",2010,3590.1
"Hàng điện tử, máy tính và linh kiện (Triệu đô la Mỹ)",2011,4662.2
